DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    66.0,0: Units,PCNT: %,RA: Reanalysed,,63.3,68.6,1755.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz  Bolivia  Instituto Nacional de Estadistica  Ministerio de Salud y Deportes  Programa Measure DHS+/ORC Macro  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    62.9,0: Units,PCNT: %,RA: Reanalysed,,59.8,65.9,1650.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz  Bolivia  MSD  PRS  INE y Macro International  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    61.3,0: Units,PCNT: %,RA: Reanalysed,,57.4,65,944.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Bolivia Encuesta de Demografia y Salud - EDSA 2016  Indicadores Priorizados,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1989-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    15.4,0: Units,PCNT: %,RA: Reanalysed,,12,19.7,660.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo  Bosnia and Herzegovina  UNICEF  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2006-2012,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    11.7,0: Units,PCNT: %,RA: Reanalysed,,9.1,15,454.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo  Federation of Bosnia and Herzegovina  UNICEF  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2006-2012,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    33.4,0: Units,PCNT: %,RA: Reanalysed,,29.8,37.2,628,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple indicator survey (MIS) 2000. Full report. Gaborone  Botswana  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BWA: Botswana,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    15.2,0: Units,PCNT: %,RA: Reanalysed,,12.4,18.6,49344.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Botswana 2017 Demographic Survey,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    43.6,0: Units,PCNT: %,RP: Reported,,39.4,47.7,,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Estudo Nacional de Alimentação e Nutrição Infantil (ENANI)  Brasil 2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    92.5,0: Units,PCNT: %,RA: Reanalysed,,90.8,93.8,1812.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé du Burkina Faso 2003. Demographic and Health Surveys. Calverton  Maryland  USA  INSD et ORC Macro  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    92.6,0: Units,PCNT: %,RA: Reanalysed,,90.2,94.5,1111.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Burkina Faso  suivi de la situation des enfants et des femmes. Enquête par grappes à indicateurs multiples 2006.  Burkina Faso  2008,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    90.5,0: Units,PCNT: %,RA: Reanalysed,,89.3,91.5,2741.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé et à indicateurs multiples du Burkina Faso 2010. Demographic and Health Surveys and MICS. Calverton  Maryland  USA  INSD  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    91.9,0: Units,PCNT: %,RA: Reanalysed,,90.5,93.2,3825.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    89.3,0: Units,PCNT: %,RA: Reanalysed,,87.2,91,3327.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquete Nutritionnelle Nationale  Burkina Faso 2020,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1993-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    90.0,0: Units,PCNT: %,RA: Reanalysed,,87.3,92.1,598,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête nationale d'evaluation des conditions de vie de l'enfant et de la femme au Burundi (ENECEF-BURUNDI 2000)  Rapport final (MICS). Bujumbura  République du Burundi and UNICEF  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    88.9,0: Units,PCNT: %,RA: Reanalysed,,87.1,90.6,1481.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé Burundi 2010. Demographic and Health Surveys. Bujumbura  Burundi   ISTEEBU  MSPLS  et ICF International  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    89.4,0: Units,PCNT: %,RA: Reanalysed,,88,90.7,2578.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Troisième Enquête Démographique et de Santé. Bujumbura  Burundi   ISTEEBU  MSPLS  et ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    87.1,0: Units,PCNT: %,RA: Reanalysed,,85.6,88.6,2138,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquete Nationale sur la Situation Nutritionnelle et la Securite Alimentaire au Burundi (ENSNSAB)  Decembre 2018,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    41.5,0: Units,PCNT: %,RP: Reported,,,,,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Inquérito Demográfico e de Saúde Reprodutiva  IDSR-III  Cabo Verde 2018. Praia  Cabo Verde e Columbia  Maryland  USA,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    74.6,0: Units,PCNT: %,RA: Reanalysed,,71.3,77.7,1198.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cambodia demographic and health survey 2000. Demographic and Health Surveys. Phnom Penh  Cambodia  and Calverton  Maryland  USA  National Institute of Statistics  Directorate General for Health  and ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    73.8,0: Units,PCNT: %,RA: Reanalysed,,70.6,76.7,1456,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cambodia demographic and health survey 2005. Demographic and Health Surveys. Phnom Penh  Cambodia and Calverton  Maryland  USA  National Institute of Public Health  National Institute of Statistics and ORC Macro  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    64.5,0: Units,PCNT: %,RP: Reported,,,,2058,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cambodia anthropometrics survey 2008. Phnom Penh  Cambodia  National Institute of Statistics  Ministry of Planning and UNICEF Cambodia  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    66.0,0: Units,PCNT: %,RA: Reanalysed,,62.7,69.1,1550.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cambodia demographic and health survey 2010. Demographic and Health Surveys. Phnom Penh  Cambodia and Calverton  Maryland  USA  National Institute of Statistics  Directorate General for Health  and ICF Macro  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    58.0,0: Units,PCNT: %,RA: Reanalysed,,54.2,61.7,1397.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cambodia Demographic and Health Survey 2014. Phnom Penh  Cambodia  and Rockville  Maryland  USA  National Institute of Statistics  Directorate General for Health  and ICF International.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2021,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2004,    58.2,0: Units,PCNT: %,RA: Reanalysed,,55.2,61.1,1405.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé du Cameroun 2004. Demographic and Health Surveys. Calverton  Maryland  USA  INS et ORC Macro  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    53.7,0: Units,PCNT: %,RA: Reanalysed,,49.6,57.7,1320.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Cameroun  Suivi de la situation des enfants et des femmes. Enquête par grappee à indicateurs multiples 2006. Rapport principal. Yaoundé  Cameroun  Institut National de la Statistique et UNICEF  2008,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    52.8,0: Units,PCNT: %,RA: Reanalysed,,49.7,55.8,2091.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé et à indicateurs multiples du Cameroun 2011. Demographic and Health Surveys and MICS. Calverton  Maryland  USA   INS et ICF International  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    46.3,0: Units,PCNT: %,RA: Reanalysed,,42.4,50.3,1391.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples (MICS5)  2014  Rapport Final. Yaoundé  Cameroun  Institut National de la Statistique,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    43.3,0: Units,PCNT: %,RA: Reanalysed,,40.2,46.5,1741.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête Démographique et de Santé du Cameroun 2018. Yaoundé  Cameroun et Rockville  Maryland  USA   INS et ICF. 2020,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    74.2,0: Units,PCNT: %,RA: Reanalysed,,71.3,76.9,2932.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête à indicateurs mutliples - MICS 2000. Rapport Final. Bangui  République Centrafricaine  BBA editions  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1994-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    73.2,0: Units,PCNT: %,RA: Reanalysed,,70.4,75.9,1844.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suivi de la situation des enfants et des femmes. MICS-3 Résultats de l'enquête nationale à indicateurs multiples couplée avec la sérologie VIH et enémie en RCA 2006. Bangui  Republique Centrafricaine  ICASEES  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1994-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    66.1,0: Units,PCNT: %,RA: Reanalysed,,63.2,68.8,2104.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suivi de la situation des enfants  des femmes et des hommes. Enquête par grappes à indicateurs multiples - MICS couplée avec la sérologie VIH  RCA  2010  Rapport final. Bangui  RCA  ICASEES  2012.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1994-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CAF: Central African Republic,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    75.3,0: Units,PCNT: %,RA: Reanalysed,,73.1,77.4,2634,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquete Nationale sur la Situation Nutritionnelle et la Mortalite en Republique Centrafricaine  2018,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1994-2019,M12T23: 12 to 23 months old
