DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    64.5,0: Units,PCNT: %,RA: Reanalysed,,60.8,68.1,968.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tajikistan demographic and health survey 2012. Demographic and Health Surveys. Dushanbe  Tajikistan  and Calverton  Maryland  USA  SA  MOH  and ICF International  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    57.1,0: Units,PCNT: %,RA: Reanalysed,,53.9,60.4,1236.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tajikistan Demographic and Health Survey 2017. Dushanbe  Republic of Tajikistan  and Rockville  Maryland  USA  Statistical Agency under the President of the Republic of Tajikistan (SA),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    27.3,0: Units,PCNT: %,RA: Reanalysed,,24.4,30.5,974861.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Thailand multiple indicator cluster survey December 2005 - February 2006  Final report. Bangkok  Thailand  National Statistical Office  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    25.9,0: Units,PCNT: %,RA: Reanalysed,,22.6,29.5,1827.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Thailand multiple indicator cluster survey 2012.  MICS. Bangkok  Thailand  NSO  UNICEF  MOPH  NHSO  THPF  IHPP  2013.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    24.5,0: Units,PCNT: %,RA: Reanalysed,,20.5,29,2510.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Thailand Multiple Indicator Cluster Survey 2015- 2016  Final Report  NSO and UNICEF  Bangkok  2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    19.1,0: Units,PCNT: %,RA: Reanalysed,,16.5,22.1,2614.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Thailand Multiple Indicator Cluster Survey 2019  Survey Findings Report. Bangkok  Thailand  National Statistical Office of Thailand.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2009,    56.1,0: Units,PCNT: %,RA: Reanalysed,,53.2,58.9,1615.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Timor-Leste demographic and health survey 2009-10. Demographic and Health Surveys. Dili  Timor-Leste  NSD [Timor-Leste] and ICF Macro  2010,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2009-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    51.7,0: Units,PCNT: %,RA: Reanalysed,,48.6,54.8,1295.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Timor-Leste Demographic and Health Survey 2016. Dili  Timor-Leste and Rockville  Maryland  USA  GDS and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2009-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    49.1,0: Units,PCNT: %,RA: Reanalysed,,46.4,51.9,2506.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Timor-Leste Food and Nutrition Survey 2020,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2009-2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    85.9,0: Units,PCNT: %,RA: Reanalysed,,82.5,88.7,637.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête à Indicateurs Multiples  Togo 2000,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    60.2,0: Units,PCNT: %,RA: Reanalysed,,56.3,64,887.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Résultats de l'enquête nationale à indicateurs multiples  Togo 2006. Rapport final  aôut 2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    81.5,0: Units,PCNT: %,RA: Reanalysed,,78.3,84.4,900.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples MICS Togo  2010  Rapport final. Lomé  Togo  DGSCN  2010,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    82.0,0: Units,PCNT: %,RA: Reanalysed,,79.4,84.4,1344.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé au Togo 2013-2014. Demographic and Health Surveys. Rockville  Maryland  USA   MPDAT  MS et ICF International  2015.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    79.8,0: Units,PCNT: %,RA: Reanalysed,,76.1,83.1,1011.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,MICS6 TOGO  2017  Rapport final. Lomé  Togo,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    41.4,0: Units,PCNT: %,RP: Reported,,,,253,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tonga demographic and health survey 2012. Noumea  New Caledonia  Secretariat of the Pacific Community  2013.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2012-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    34.9,0: Units,PCNT: %,RA: Reanalysed,,26.6,44.1,234.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tonga Multiple Indicator Cluster Survey 2019  Survey Findings Report. Nuku’alofa  Tonga  Tonga Statistics Department,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2012-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    18.5,0: Units,PCNT: %,RA: Reanalysed,,13.3,25,184,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Trinidad and Tobago Multiple Indicator Cluster Survey 2000. New York  United States  United Nations Children's Fund (UNICEF),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    28.0,0: Units,PCNT: %,RA: Reanalysed,,22.3,34.6,211.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Monitoring the situation of children and women - Trinidad and Tobago 2006 Multiple Indicator Cluster Survey 3,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    34.0,0: Units,PCNT: %,RA: Reanalysed,,27.2,41.5,204,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Trinidad and Tobago Multiple Indicator Cluster Survey 2011  Key Findings & Tables. Port of Spain  Trinidad and Tobago  Ministry of Social Development and Familyvices  Central Statistical Office and UNICEF. 2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1987-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    33.9,0: Units,PCNT: %,RA: Reanalysed,,29.6,38.5,558.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Suivi de la situation des enfants et des femmes en Tunisie- Enquête par grappes à indicateurs multiples 2011-2012  Rapport Final. MICS. Tunis  Tunisie  MDCI  INS  UNICEF  2013.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    30.3,0: Units,PCNT: %,RA: Reanalysed,,26.7,34.1,661.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête par grappes à indicateurs multiples (MICS)  2018  Rapport Final. Tunisie  le Ministère du Développement de l’Investissement et de la Coopération Internationale (MDICI),https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2023,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    56.2,0: Units,PCNT: %,ER: External Reanalysis,,,,585,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Turkmenistan demographic and health survey  2000. Demographic and Health Surveys. Calverton  Maryland  USA  GECRCMCH and ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    52.4,0: Units,PCNT: %,RA: Reanalysed,,46.8,58,405.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Turkmenistan multiple indicator cluster survey 2006  Final Report. Ashgabat  Turkmenistan  Turkmenmillihasabat  2006,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    43.6,0: Units,PCNT: %,RA: Reanalysed,,39.6,47.6,778.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Turkmenistan 2015-16 Multiple Indicator Cluster Survey,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    45.3,0: Units,PCNT: %,RA: Reanalysed,,41,49.6,690.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple Indicator Cluster Survey  2019. Survey Report. Ashgabat  Turkmenistan  State Committee for Statistics of Turkmenistan and UNICEF.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2000-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    15.6,0: Units,PCNT: %,U: Low reliability,,2.3,58.5,27.9,Unweighted sample size is between 25 and 49,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Turks & Caicos Islands Multiple Indicator Cluster Survey 2019-2020  Survey  Findings Report. Grand Turk  Turks & Caicos Islands  Department of Statistics,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2020,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUV: Tuvalu,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    52.7,0: Units,PCNT: %,RP: Reported,,,,55,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tuvalu demographic and health survey. DHS. Noumea  New Caledonia  TCSD  SPC and Macro International Inc  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUV: Tuvalu,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    28.8,0: Units,PCNT: %,RA: Reanalysed,,19.1,41,112.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Tuvalu Multiple Indicator Cluster Survey 2019-20  Survey Findings Report. Funafuti  Tuvalu  Central Statistics Division,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2007-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2004,    37.9,0: Units,PCNT: %,ER: External Reanalysis,,,,693,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Demographic and health survey  2003.  Ankara  Turkey  Hacettepe University Institute of Population Studies  MoH General Directorate of Mother and Child Health and Family Planning  State Planning Organization and the EU  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    44.1,0: Units,PCNT: %,AD: Adjusted,,,,704,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Turkey Demographic and Health Survey 2008. Ankara  Turkey  Institute of Population Studies  Hacettepe University.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    50.4,0: Units,PCNT: %,AD: Adjusted,,,,624,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2013 Turkey Demographic and Health Survey Ankara  Turkey  Hacettepe University Institute of Population Studies  T.R. Ministry of Development and TÜBYTAK  2014.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Türkiye,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    52.7,0: Units,PCNT: %,RP: Reported,,,,,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2018 Turkey Demographic and Health Survey. Hacettepe University Institute of Population Studies  T.R. Presidency of Turkey Directorate of Strategy and Budget and TÜBİTAK  Ankara  Turkey.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1998-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UGA: Uganda,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    72.6,0: Units,PCNT: %,RA: Reanalysed,,69.7,75.4,1390.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Uganda demographic and health survey 2000-2001. Demographic and Health Surveys. Calverton  Maryland  USA  UBOS and ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1988-2022,M12T23: 12 to 23 months old
